# stan_version_major = 2
# stan_version_minor = 5
# stan_version_patch = 0
# model = rats_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 2
# data
#   file = rats_2.data.R
# init = 2 (Default)
# random
#   seed = 1160071740
# output
#   file = rats_samples_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,n_divergent__,alpha.1,alpha.2,alpha.3,alpha.4,alpha.5,alpha.6,alpha.7,alpha.8,alpha.9,alpha.10,alpha.11,alpha.12,alpha.13,alpha.14,alpha.15,alpha.16,alpha.17,alpha.18,alpha.19,alpha.20,alpha.21,alpha.22,alpha.23,alpha.24,alpha.25,alpha.26,alpha.27,alpha.28,alpha.29,alpha.30,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,beta.22,beta.23,beta.24,beta.25,beta.26,beta.27,beta.28,beta.29,beta.30,mu_alpha,mu_beta,sigmasq_y,sigmasq_alpha,sigmasq_beta,sigma_y,sigma_alpha,sigma_beta,alpha0
-433.519,0.911329,0.400844,3,7,0,236.325,246.84,251.043,230.956,229.095,252.89,227.567,251.485,284.989,219.551,256.71,226.739,247.69,268.161,244.531,248.478,230.503,237.979,257.927,241.938,244.489,223.377,233.377,249.257,233.571,254.893,256.728,241.895,219.153,239.235,6.06105,7.2182,6.71158,4.97259,6.78247,6.36684,5.72391,6.11854,7.31283,5.83775,6.76003,6.31931,6.19264,6.2777,5.53922,5.8955,6.31774,5.80479,6.1888,5.93979,6.49258,6.05849,5.85582,5.822,6.61914,6.99472,6.00694,6.12109,5.89599,5.95388,241.73,6.0275,34.1675,176.681,0.354294,5.8453,13.2921,0.595226,109.125
-429.534,0.835671,0.400844,3,7,0,238.2,245.68,251.957,230.959,229.836,253.036,229.394,246.55,279.939,218.228,256.104,226.791,243.187,265.182,245.573,247.115,232.027,237.877,253.656,244.156,247.638,224.776,232.475,248.046,234.637,253.638,256.351,242.118,218.27,242.236,6.40955,7.27981,6.53143,5.17267,6.92674,6.19515,6.01898,6.38664,7.10948,5.57775,6.82265,6.46912,6.187,6.14238,5.59813,5.58492,6.16848,6.07585,6.51904,5.87326,6.42183,5.8765,5.86311,5.74133,6.99553,6.65915,5.79073,6.037,5.40868,5.95006,240.036,6.01527,32.469,204.054,0.616032,5.69816,14.2847,0.784877,107.7
-430.934,0.856287,0.400844,3,7,0,240.927,252.757,252.12,231.42,231.235,247.086,232.73,251.005,287.367,218.03,260.808,227.496,244.261,268.59,242.091,246.257,232.426,242.048,252.539,242.309,247.444,223.575,231.16,242.763,235.604,252.975,256.211,242.125,217.57,238.851,6.23949,6.92254,6.28978,5.14938,6.74695,5.91572,6.35081,6.84623,7.69596,6.09617,7.12935,5.74413,6.30003,6.84486,5.02141,6.21364,6.53419,5.64469,6.42563,6.12477,6.51317,5.98263,5.68023,5.91248,6.86797,6.47502,6.07571,5.70574,5.99061,6.23871,245.275,6.12142,34.5654,179.671,0.308214,5.87923,13.4041,0.55517,110.604
-438.058,0.859935,0.400844,3,7,0,240.906,253.87,252.082,232.472,232.223,246.168,232.857,251.223,288.774,217.833,259.386,228.732,244.919,268.675,240.977,244.605,232.913,241.659,252.587,241.523,246.836,223.633,230.859,241.641,235.328,252.938,254.594,243.305,218.368,241.196,6.34848,6.8788,6.13663,5.05935,6.71345,5.91424,6.27492,7.08694,7.8099,5.96299,7.1469,5.88867,6.45337,6.93246,4.98536,6.22912,6.53879,5.57423,6.4698,6.08422,6.45563,6.08769,5.73886,5.90085,6.78626,6.47837,6.03726,5.62845,6.01925,6.09786,245.55,6.19612,32.1777,185.515,0.30362,5.67254,13.6204,0.551017,109.236
-445.746,0.805079,0.400844,3,7,0,239.625,241.491,254.171,231.748,231.069,253.593,227.278,246.505,277.628,219.36,258.171,226.546,238.263,269.602,243.891,245.704,228.576,239.843,251.189,242.054,252.192,224.939,223.426,249.767,233.722,255.313,256.383,243.648,217.22,241.401,5.72467,7.24813,7.0965,5.4797,6.81825,6.15112,5.54107,5.85115,6.58127,5.81519,6.90761,6.55189,6.30078,6.41676,5.79082,5.62818,6.18165,6.29984,6.37281,6.01031,6.21246,5.68048,5.79885,5.72652,7.3997,6.6536,5.65055,5.99957,5.21376,6.15486,239.717,6.24891,39.2783,312.768,0.337459,6.26724,17.6852,0.580912,102.241
-448.759,0.980373,0.400844,4,15,0,234.646,243.422,251.625,230.085,232.954,253.072,228.483,241.236,277.75,218.389,259.208,229.488,240.127,273.042,243.781,244.013,233.306,240.034,255.395,240.093,250.814,226.979,224.83,246.967,230.042,252.801,252.819,245.88,215.526,245.011,6.08801,7.46127,6.85185,5.40147,6.82059,6.42693,5.59791,6.4064,6.98166,5.84123,6.42456,6.19659,6.2102,6.94948,5.98653,5.22801,6.26735,6.16469,6.39336,6.46821,6.0938,6.47383,5.49368,6.01324,6.79138,6.94398,5.84026,6.0079,5.56669,6.29368,239.677,6.33597,49.1483,177.705,0.246014,7.01059,13.3306,0.495998,100.286
-445.576,1,0.400844,3,7,0,245.652,249.49,253.569,231.644,234.256,250.358,230.627,251.985,286.039,221.256,255.36,230.395,241.589,266.273,244.764,246.709,234.936,243.123,251.937,239.466,248.37,221.936,231.423,246.504,242.151,252.909,250.689,242.046,218.14,235.358,6.09356,6.61697,6.39697,5.13236,6.51011,6.45804,5.9418,6.5344,7.09242,5.68205,7.34062,6.27705,6.26449,6.7268,5.01929,6.13805,6.1074,5.61207,6.04056,5.73294,6.88218,5.65032,6.3042,6.17432,6.94189,6.33263,6.28749,5.88266,5.54412,6.24744,245.222,6.23894,29.4728,162.056,0.287851,5.42889,12.7301,0.536517,107.965
-449.884,0.966556,0.400844,3,7,0,233.363,246.132,251.074,234.796,228.699,250.449,225.996,244.216,281.511,216.549,261.743,225.703,245.51,270.566,239.816,243.491,229.115,237.566,256.605,244.221,248.685,228.465,224.696,243.598,227.54,255.316,260.446,243.019,218.897,246.694,6.109,7.58923,6.65718,5.62948,6.80439,5.99343,6.14217,6.225,7.1723,6.05183,6.32944,6.05077,6.22233,6.84824,5.91732,5.75069,6.52852,6.24476,6.7749,6.4901,6.00359,6.11855,5.24882,5.70821,6.8989,6.88251,5.4852,5.67299,5.83709,6.1249,241.265,6.27529,45.5946,260.902,0.252426,6.75237,16.1524,0.50242,103.208
-435.546,1,0.400844,3,7,0,238.489,251.262,255.186,231.877,229.692,252.741,229.125,249.202,286.584,219.866,257.504,229.271,241.859,270.401,241.984,252.94,234.003,242.248,253.287,244.12,251.627,223.701,232.559,243.802,231.837,254.749,256.155,242.821,218.42,244.198,6.14756,7.13152,6.46661,5.07789,7.09279,6.24552,6.06633,6.30926,7.09185,6.07811,7.14115,5.95772,5.94864,6.80865,5.47068,5.34951,5.81235,6.34958,6.19094,6.01515,6.60322,6.12755,5.6258,6.37596,7.17496,6.60134,5.66928,5.76662,5.68147,5.9789,241.915,6.28916,35.3221,186.692,0.334712,5.94324,13.6635,0.578543,103.554
-434.997,0.959531,0.400844,3,7,0,240.05,247.849,252.3,231.521,230.834,249.666,227.452,248.91,282.944,219.468,258.476,228.222,240.68,271.131,244.891,249.715,236.613,237.187,253.656,243.873,249.034,223.561,235.168,246.855,231.021,252.13,254.955,243.619,215.233,245.486,6.04928,7.07924,6.28838,5.04171,6.94507,6.45146,5.97151,6.46033,6.98279,5.95234,7.31758,6.14628,5.91727,7.07263,5.39812,5.58538,6.14957,6.3235,6.28187,5.99568,6.50771,6.33346,5.67761,6.22046,7.00474,6.22901,5.74138,5.55385,5.64616,6.03617,238.622,6.26724,34.8438,169.977,0.235137,5.90287,13.0375,0.484909,100.743
-433.811,0.982939,0.400844,3,7,0,238.805,245.61,253.002,233.933,234.074,248.319,226.678,245.271,281.456,217.271,255.597,228.556,241.531,270.308,243.819,250.438,236.371,239.659,253.202,244.196,247.379,223.478,234.6,246.382,233.599,253.769,256.33,241.72,218.016,243.94,6.00149,7.42827,6.37262,5.18355,6.77139,6.26507,5.87264,6.63817,7.11468,5.78551,6.90826,6.44219,6.30154,7.10104,5.53315,5.75439,5.98918,6.36536,6.34452,6.34666,6.4589,6.23794,5.43932,6.22811,6.8723,6.74655,5.52007,5.49794,5.53978,6.01356,242.986,6.17699,29.0212,131.841,0.249504,5.38714,11.4822,0.499504,107.092
-436.646,0.916572,0.400844,3,7,0,236.811,247.641,250.641,232.525,233.592,252.362,225.137,246.629,282.004,217.187,258.097,226.402,246.887,269.61,242.147,251.512,236.151,239.411,256.793,245.741,247.813,226.295,231.785,249.409,233.789,254.595,255.242,242.554,219.925,244.79,5.86143,7.17146,6.35523,5.25631,6.99486,6.15781,5.583,6.17134,7.05463,5.69358,6.82759,6.6607,6.44354,6.90499,5.19561,5.84207,6.2594,6.34179,6.44448,6.01528,6.54984,6.19789,5.39385,5.89798,6.95675,6.58279,5.87533,5.63127,5.51738,6.12087,243.361,6.22297,31.4321,108.236,0.246667,5.60643,10.4037,0.496656,106.456
-435.548,0.839089,0.400844,3,7,0,236.84,248.148,248.495,230.937,233.35,252.495,226.75,247.695,280.624,215.297,257.934,226.867,247.672,269.659,240.914,251.699,236.633,238.983,256.347,245.518,249.378,227.099,229.541,250.261,233.845,254.592,257.211,240.811,220.632,244.866,5.99486,7.25364,6.31205,5.12616,6.88998,6.12266,5.78412,6.1339,6.95135,5.79337,6.85744,6.47807,6.51446,6.66055,5.32706,5.87886,6.30262,6.28077,6.55394,5.97826,6.49105,6.29636,5.48691,5.87245,6.89514,6.68996,6.05486,5.74179,5.5121,5.99667,242.651,6.20602,32.4379,132.115,0.299588,5.69543,11.4941,0.547346,106.119
-436.307,0.991529,0.400844,3,7,0,241.498,247.511,256.104,233.529,229.093,244.956,230.196,249.506,284.894,222.046,258.19,227.557,234.993,267.16,245.182,238.414,228.513,241.576,250.054,239.516,246.133,223.319,228.284,239.487,234.436,252.681,251.5,242.487,215.099,238.39,6.07833,7.08391,6.78574,5.42298,6.49919,6.32241,6.16295,6.72375,7.28432,5.88984,6.80499,5.76196,5.96092,6.7955,5.30374,5.8379,6.288,5.49179,6.53712,6.22996,6.20723,5.26148,5.97641,5.94354,7.07801,6.49151,5.70368,5.99055,5.61345,6.1512,239.494,6.22823,35.0851,271.5,0.281809,5.92327,16.4773,0.530857,102.473
-431.549,0.995921,0.400844,3,7,0,239.851,244.02,252.605,232.737,231.953,249.889,230.709,249.63,283.725,221.376,258.435,225.934,244.729,265.916,235.387,250.474,236.955,239.945,258.09,240.729,251.281,225.697,231.128,250.401,237.135,250.925,255.595,243.223,216.095,243.36,6.24748,7.11197,6.67155,5.14814,6.87088,6.10058,6.09583,6.40124,7.11592,5.85021,6.52027,6.23218,6.35697,6.87553,5.64167,5.77126,6.18961,5.67576,6.33609,6.06285,6.53704,6.08839,5.69081,5.84545,7.10087,6.92476,5.92782,6.30192,5.76209,6.21211,241.445,6.25528,37.6992,165.711,0.321292,6.13997,12.8729,0.566826,103.829
-450.311,0.712934,0.400844,3,7,0,234.753,245.917,245.63,231.934,232.147,254.464,230.206,253.727,287.478,215.772,256.787,226.665,243.626,269.442,241.467,242.795,233.145,243.532,254.063,242.494,252.317,224.495,237.174,248.64,239.187,254.539,253.317,244.601,214.408,244.047,6.20872,7.54164,7.13865,4.8897,6.89276,5.72522,5.97551,6.39549,6.99176,6.03408,7.05393,6.06988,6.29205,6.73444,5.70275,5.49176,6.31173,5.4998,6.52742,6.09548,6.21426,5.93467,5.77423,6.06022,6.62614,6.68848,6.1046,6.23374,6.0704,6.22304,243.775,6.36954,37.5427,179.322,0.218799,6.12721,13.3911,0.467759,103.645
-445.788,0.984609,0.400844,3,7,0,245.903,251.534,262.506,233.456,230.449,245.935,226.41,246.218,280.313,223.495,257.429,226.961,245.163,265.926,241.484,247.684,231.577,239.363,250.469,239.989,244.984,223.746,224.316,242.161,227.408,253.242,255.474,241.258,219.133,239.53,6.01419,7.10196,6.25698,5.84514,6.50425,6.54088,6.23826,6.34666,7.22962,5.40273,6.80516,6.12541,6.20383,6.86181,5.31629,6.31099,6.06685,6.17509,6.70549,5.81821,6.67623,5.9012,6.12286,5.65144,7.10748,6.43603,5.93716,5.73554,5.64495,6.35768,243.567,6.24459,42.3521,255.593,0.380244,6.50785,15.9873,0.61664,106.186
-457.769,0.767427,0.400844,3,7,0,243.727,248.67,260.133,237.873,232.914,248.648,227.333,253.306,282.423,216.049,254.165,226.117,246.7,266.035,242.933,246.101,231.255,239.744,252.978,238.167,244.518,226.556,221.884,245.381,233.161,253.259,249.917,243.516,216.208,242.004,6.55047,7.24902,6.84048,5.42006,6.82872,6.54021,6.26923,6.00977,7.0766,5.45811,6.78473,6.39304,6.37406,7.40402,5.41307,6.35087,6.33508,5.98594,6.27716,5.78917,6.86507,5.91228,6.19212,5.76364,7.45922,6.76648,6.5697,5.73578,5.83763,6.64023,240.692,6.15734,55.002,192.388,0.506837,7.41634,13.8704,0.711925,105.231
-451.502,0.997095,0.400844,3,7,0,235.379,248.198,248.013,231.594,229.716,253.99,236.271,247.364,283.126,217.321,260.245,223.122,240.284,266.318,241.74,247.637,229.53,237.179,252.21,243.386,243.682,225.448,226.214,247.524,232.904,257.179,254.628,246.37,215.485,242.92,6.15974,7.16846,5.88409,5.37206,6.62895,5.65028,5.7946,6.90227,7.1213,5.76091,7.14809,6.15212,5.78118,6.60646,5.47371,5.55837,6.11389,6.26389,6.68944,6.12033,6.01753,5.88545,5.8209,5.94262,6.73234,6.76039,5.91091,5.68551,5.46304,6.28709,240.668,6.5651,33.5796,239.504,0.254954,5.79479,15.4759,0.50493,96.2356
-442.844,1,0.400844,3,7,0,241.013,249.434,251.939,233.345,230.271,245.431,229.865,249.282,284.04,217.601,257.081,227.608,246.058,269.25,242.27,244.91,231.038,243.458,256.688,239.775,246.977,223.483,232.279,240.378,234.247,250.427,253.619,237.128,216.108,239.94,6.44944,7.39365,6.94214,5.04231,6.26101,6.3553,6.0887,6.26502,7.2901,5.95026,6.80442,6.45912,6.05702,7.08155,5.36563,5.96434,6.11654,5.91205,6.37046,5.98682,7.0127,5.71326,5.55406,6.14746,7.4568,6.63852,5.61723,5.08896,5.60745,6.2523,242.397,6.24597,40.0347,194.829,0.932021,6.3273,13.9581,0.965412,104.986
-443.714,0.987613,0.400844,3,7,0,243.241,248.363,252.806,231.342,231.823,249.263,227.659,249.932,286.975,217.775,257.552,228.548,245.723,264.646,242.072,247.11,230.77,243.217,257.708,238.384,249.297,223.051,232.937,242.375,237.299,251.516,253.357,238.527,215.245,239.541,6.26974,7.14972,7.13911,5.34546,5.96143,6.58448,6.11836,6.64463,7.17339,5.50255,6.76625,6.43305,6.25038,7.09886,5.36733,5.95365,6.38458,6.01915,6.60021,5.86799,6.91709,5.77999,5.85695,6.18552,7.21976,6.87322,5.82934,5.45953,5.50387,5.9815,241.188,6.25161,37.8869,232.488,0.916138,6.15524,15.2476,0.957151,103.652
-453.586,0.735969,0.400844,3,7,0,243.799,246.966,257.379,235.323,231.607,250.216,229.752,243.318,275.307,226.353,255.961,227.136,245.84,263.86,242.956,242.529,232.423,237.415,255.475,238.767,247.364,228.035,228.32,242.59,233.566,256.916,255.426,243.219,224.704,239.389,5.6457,7.68726,5.8938,5.46374,6.78816,6.09069,6.07631,6.08631,7.02306,6.06477,6.48061,6.11713,6.17602,6.91857,5.59684,5.8792,6.16179,5.83755,6.77875,6.28113,6.36669,4.96904,5.45063,5.93177,6.97644,6.32052,5.59506,5.88768,5.21066,6.30306,242.112,6.24234,45.9461,116.31,0.217236,6.77835,10.7847,0.466085,104.781
-443.792,1,0.400844,3,7,0,236.173,246.763,252.301,234.982,232.065,250.129,229.104,250.232,285.746,217.981,256.154,224.637,246.89,266.601,235.731,240.489,229.139,237.414,255.737,238.654,251.108,229.468,230.943,247.189,237.287,252.636,256.953,237.987,219.585,241.732,6.23493,7.30994,6.61103,5.69345,6.62297,6.29656,6.50271,6.1912,7.5098,5.72703,7.09875,6.50676,6.23161,7.12455,5.50351,6.03566,6.17023,5.80845,6.59585,5.94072,6.73533,6.28869,5.45436,5.95905,6.5915,6.46427,5.97426,5.70622,5.22066,6.19652,238.646,6.33773,41.4914,203.467,0.477035,6.44138,14.2642,0.690677,99.2159
-446.437,0.969855,0.400844,3,7,0,242.295,250.111,254.055,229.038,232.883,252.104,232.672,250.762,285.015,220.238,253.046,224.112,243.905,260.224,241.116,247.925,231.449,242.959,251.364,240.551,249.045,230.991,231.449,245.711,237.696,256.676,257.305,242.228,218.155,243.233,6.29488,7.48433,6.79696,5.16531,6.46076,6.4792,6.80455,6.47189,7.33305,5.64297,7.12851,6.00839,5.94377,7.10559,5.61139,5.97538,6.0587,5.95149,6.18053,6.31189,6.31986,6.13596,5.98446,5.95071,6.73447,6.52707,5.72813,5.61202,5.36393,5.87802,242.77,6.3324,34.9138,107.701,0.371746,5.90879,10.3779,0.60971,103.457
-444.756,0.889916,0.400844,3,7,0,238.154,244.213,251.967,235.729,231.823,249.555,231.861,245.452,284.682,218.026,252.925,231.972,236.133,268.641,245.877,248.72,236.228,244.077,255.995,239.042,246.204,226.349,221.113,240.191,232.569,255.308,253.961,244.22,215.312,244.888,6.00939,6.63487,6.17305,5.23187,6.49773,6.55939,5.71286,6.2177,6.60358,5.63244,7.12774,6.20152,6.10607,6.95521,5.51138,5.60256,6.33893,5.97952,6.57511,6.06294,6.54192,6.12044,5.69414,6.26216,7.38383,6.92666,5.9291,5.75342,5.6872,6.23411,238.294,6.11843,45.655,239.139,0.252671,6.75685,15.4641,0.502664,103.688
-441.489,0.998701,0.400844,3,7,0,242.044,249.479,252.127,228.481,230.643,247.131,229.341,250.313,279.823,219.605,262.838,223.863,247.87,267.076,239.658,243.301,227.752,237.924,248.529,241.433,249.447,221.669,230.145,249.098,233.667,251.723,254.342,243.736,220.193,238.26,5.9314,7.5233,6.68385,5.53492,6.47347,5.95521,6.23494,6.53223,7.36382,6.02475,6.60413,6.21744,6.07033,6.38481,5.19677,6.27453,6.17289,5.63335,6.07521,5.87264,6.41753,5.62511,5.60114,5.66756,6.4304,6.10495,5.86518,6.11378,5.62881,5.97731,242.521,6.23314,28.9702,164.184,0.274099,5.3824,12.8134,0.523545,105.392
-439.804,0.991811,0.400844,3,7,0,237.463,247.783,248.532,233.666,232.311,248.552,228.671,249.243,287.886,220.126,254.218,230.971,237.084,269.71,241.243,247.781,234.173,242.59,259.005,243.36,244.997,224.597,225.527,240.382,235.24,255.585,253.555,242.467,216.1,245.135,6.14372,6.7804,6.2247,4.92035,6.74639,6.4063,5.59808,6.27604,6.8931,5.79624,6.83252,5.82891,6.48819,6.88544,5.32123,5.51231,6.27386,5.95398,6.52123,6.03384,6.4273,6.2277,5.80724,5.72735,7.34473,7.04956,5.78366,5.47908,5.55542,5.70551,243.961,6.0228,34.8637,306.305,0.267811,5.90455,17.5016,0.517504,111.46
-432.463,0.929292,0.400844,3,7,0,239.338,247.438,248.69,232.314,229.239,247.919,228.627,248.267,276.526,218.465,257.456,230.22,246.045,271.845,241.231,247.487,229.39,243.508,256.043,242.416,252.501,224.45,229.329,248.387,234.609,255.35,255.907,243.002,219.192,239.618,6.16912,6.95413,6.46904,5.1016,6.18369,6.16076,5.58944,6.31886,6.59499,5.86527,6.60342,5.81153,6.05035,6.93116,5.01979,5.47424,6.41788,5.73737,6.53955,5.89189,6.32006,5.5005,5.75761,6.12529,7.0685,6.66237,5.74325,5.56917,5.25567,5.9526,240.926,6.00077,33.1771,174.26,0.240814,5.75995,13.2008,0.490728,108.908
-435.97,0.853943,0.400844,3,7,0,239.529,249.657,256.964,232.213,235.223,251.319,228.478,250.172,288.231,220.77,260.436,225.241,238.153,264.049,245.915,245.339,234.405,238.939,249.027,240.012,244.174,227.231,226.63,241.755,234.682,252.527,252.888,243.117,217.036,242.549,5.96077,7.29457,6.33569,5.39678,6.5749,6.25337,6.25429,6.39593,7.46855,5.81715,6.94138,6.38855,6.06332,6.29995,5.80979,6.59067,6.20815,5.61537,6.33104,6.40446,6.45464,6.21664,5.81205,5.65902,6.71715,6.50779,6.03409,5.7984,5.82225,6.2032,246.934,6.26403,37.7608,239.253,0.227531,6.14498,15.4678,0.477002,109.125
-438.069,0.919671,0.400844,3,7,0,236.962,249.927,255.141,234.12,234.272,249.284,228.74,248.306,289.8,221.575,262.235,226.599,240.082,270.685,238.596,244.204,234.321,235.277,255.683,239.06,254.666,225.237,223.112,246.831,235.209,253.664,250.465,239.183,217.725,242.968,5.99867,7.27847,6.49051,5.78537,6.67446,6.18539,6.03527,6.76449,6.94804,6.09664,6.75857,6.42829,6.24161,6.60334,5.4447,6.17558,6.38162,5.5474,6.44248,6.02237,6.49091,6.23641,6.09117,5.76672,6.99492,6.58431,5.99174,5.58201,5.98476,6.35241,245.258,6.31132,29.0783,263.778,0.147222,5.39243,16.2413,0.383695,106.409
-438.625,0.760311,0.400844,3,7,0,242.658,245.03,253.223,231.956,230.377,251.737,223.693,249.606,282.487,215.192,256.498,227.419,246.439,267.369,247.963,253.389,233.229,243.944,250.531,242.614,241.88,224.079,231.852,243.573,235.418,254.853,254.866,242.837,222.691,238.902,6.1568,6.66322,6.34232,5.22116,6.72849,6.19711,6.03678,6.5108,6.87874,5.52416,6.56316,5.7181,6.42322,6.4583,5.72436,6.13959,6.16981,6.06507,6.48759,6.24317,6.33449,5.59489,5.62877,6.07087,6.81353,6.49507,5.77982,5.70989,5.50283,6.00222,239.413,6.09729,44.5886,180.685,0.278476,6.67747,13.4419,0.527708,105.273
-443.552,0.924874,0.400844,3,7,0,237.348,249.633,250.093,232.28,233.562,246.964,230.415,247.82,280.264,222.795,257.295,229.626,244.692,269.19,240.657,241.843,233.08,237.387,252.494,238.306,251.346,223.6,227.31,247.335,233.691,251.355,248.711,245.497,214.291,246.451,6.1523,7.63098,6.73039,5.18727,7.12999,6.03932,5.88687,5.94075,7.27399,5.83731,6.69948,6.42183,5.8968,6.50989,4.98208,5.76529,6.70446,5.81039,6.74362,5.73957,6.27014,5.76631,5.8128,5.87312,6.78234,6.69078,5.76766,5.92827,6.10457,6.60285,242.944,6.46554,30.6332,168.247,0.339159,5.53473,12.971,0.582373,100.703
-442.501,0.865551,0.400844,3,7,0,240.905,247.946,249.558,236.812,232.349,246.843,229.01,249.891,285.212,221.289,260.21,231.942,239.223,269.184,239.345,244.537,230.688,238.601,256.833,239.442,247.404,222.129,226.745,249.755,235.185,251.785,257.034,243.838,220.448,241.916,6.11391,7.21166,6.92492,5.20372,7.5258,6.50199,6.0437,6.7318,7.13605,6.26251,6.90517,6.1306,5.94168,6.91282,5.73768,5.90927,6.36167,5.81284,6.4862,6.32694,6.35369,5.65481,5.80114,5.8878,6.74623,6.55971,6.50421,5.65375,5.78806,6.44655,241.113,6.52454,39.7258,116.62,0.31815,6.30284,10.7991,0.564048,97.5731
-437.701,0.92291,0.400844,3,7,0,240.053,249.618,251.164,228.227,226.286,248.561,230.191,247.077,284.511,217.366,256.661,225.693,243.362,269.29,243.167,247.329,230.13,234.589,249.569,245.23,250.696,229.561,231.624,237.69,234.018,254.962,255.24,241.915,219.495,242.337,6.09619,6.86842,6.29819,5.24241,6.00404,6.3839,6.02505,6.88517,7.23086,6.01322,6.80603,6.18412,6.17387,6.58777,5.28751,6.02848,6.66165,6.10995,6.34051,6.00643,6.48598,5.77041,5.90901,6.09136,6.9425,6.80339,5.67079,5.9035,5.78323,6.03855,243.132,6.13464,34.3319,450.025,0.211391,5.85935,21.2138,0.459773,108.17
-434.939,0.994196,0.400844,3,7,0,240.46,244.814,253.59,235.674,235.429,252.919,226.489,248.275,283.61,219.646,262.398,230.452,240.915,268.643,241.603,246.752,230.618,243.121,256.74,239.78,243.667,222.044,228.146,249.784,236.004,254.368,255.194,245.759,216.348,241.844,6.13815,7.12397,6.67647,5.3296,6.9132,6.19902,5.9727,5.95238,6.74954,5.70669,6.61384,6.07772,6.10576,6.71611,5.68504,6.11097,5.98162,5.89589,6.32016,6.16206,6.43586,5.75992,6.23835,5.77937,6.9443,6.38771,6.23031,6.31254,5.69806,6.49127,241.986,6.34059,33.093,111.46,0.169049,5.75265,10.5575,0.411156,102.493
-440.413,0.925533,0.400844,3,7,0,240.573,250.668,249.02,233.025,228.842,245.901,227.641,247.525,281.589,218.784,251.601,232.163,242.939,267.891,241.048,244.271,231.518,237.396,250.346,241.937,251.424,225.816,229.807,240.995,236.153,255.525,251.482,241.248,216.159,235.06,5.87024,7.50842,6.57574,5.14337,6.32114,6.44102,6.07766,6.55645,7.30469,5.76817,7.13807,6.121,6.4419,6.33003,5.10404,5.65388,6.66474,5.64713,6.508,6.03089,6.55381,6.10955,5.32615,6.48497,6.99488,6.62309,5.69934,5.81906,5.54676,5.71336,243.762,6.14445,35.8513,294.122,0.407476,5.9876,17.15,0.638339,108.584
-436.75,0.979879,0.400844,3,7,0,237.114,251.563,253.424,230.373,227.143,247.477,224.165,250.114,279.424,219.768,254.473,225.276,242.677,266.722,247.154,249.134,233.044,241.068,250.044,244.151,253.429,223.586,228.935,244.284,232.028,253.974,250.173,244.014,219.846,236.513,5.99354,7.53599,6.33051,5.00355,6.27561,6.3499,5.98281,6.49049,7.54137,5.66825,6.74561,5.95431,6.19593,6.86572,5.19507,6.03219,6.27883,5.75979,6.40627,5.91245,6.15025,5.9825,5.38733,5.39612,7.20284,6.30013,5.87013,5.8933,5.41836,5.92143,242.175,6.20215,31.9164,206.891,0.314944,5.64946,14.3837,0.561198,105.728
-438.418,0.836896,0.400844,3,7,0,241.355,245.443,250.93,228.907,232.026,247.83,226.836,247.139,280.611,221.286,255.718,225.79,241.326,265.344,243.205,243.252,232.867,245.016,253.179,240.66,247.028,225.204,225.993,246.857,237.691,254.641,253.992,244.017,213.964,237.074,5.83197,7.5006,6.70641,5.32093,6.60341,6.38997,5.71922,5.99312,6.89359,6.11719,6.9047,5.89198,5.89743,6.33048,5.02176,6.07445,6.68923,5.78105,6.6802,5.70437,6.64856,5.54253,5.87322,5.83671,6.39675,6.63201,6.39911,6.12554,5.90049,6.4702,241.412,6.25819,38.4598,206.359,0.35479,6.20159,14.3652,0.595642,103.731
-433.543,0.99744,0.400844,3,7,0,241.446,249.959,253.211,230.2,232.063,251.577,227.925,248.508,280.632,217.831,255.369,227.137,240.055,267.7,241.344,243.241,233.234,243.878,252.835,243.149,244.703,222.717,231.42,249.887,236.84,252.712,252.667,245.408,212.461,238.533,6.2257,7.33957,6.59543,5.48508,6.5395,6.42765,5.8006,6.00311,6.93223,6.13299,6.83739,5.73145,5.91294,6.33011,5.2512,6.02889,6.50453,5.7559,6.71206,5.78484,6.85707,5.90089,6.09272,5.66355,6.61605,6.60474,5.99055,6.24883,5.80782,6.28333,241.04,6.23981,38.1008,190.99,0.224327,6.17258,13.8199,0.473631,103.764
