# stan_version_major = 2
# stan_version_minor = 5
# stan_version_patch = 0
# model = rats_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 4
# data
#   file = rats_4.data.R
# init = 2 (Default)
# random
#   seed = 1160071740
# output
#   file = rats_samples_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,n_divergent__,alpha.1,alpha.2,alpha.3,alpha.4,alpha.5,alpha.6,alpha.7,alpha.8,alpha.9,alpha.10,alpha.11,alpha.12,alpha.13,alpha.14,alpha.15,alpha.16,alpha.17,alpha.18,alpha.19,alpha.20,alpha.21,alpha.22,alpha.23,alpha.24,alpha.25,alpha.26,alpha.27,alpha.28,alpha.29,alpha.30,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,beta.22,beta.23,beta.24,beta.25,beta.26,beta.27,beta.28,beta.29,beta.30,mu_alpha,mu_beta,sigmasq_y,sigmasq_alpha,sigmasq_beta,sigma_y,sigma_alpha,sigma_beta,alpha0
-453.238,0.871553,0.453951,3,7,0,234.724,248.389,253.489,232.136,232.892,255.577,224.281,244.988,287.817,216.792,264.179,222.113,236.962,263.873,245.261,242.538,233.852,241.081,253.587,240.612,251.8,221.071,227.99,245.648,234.809,253.193,262.378,247.843,220.79,243.307,5.98599,6.79775,6.82844,5.50094,6.61373,6.06315,5.87966,6.74405,6.79104,6.07304,6.61496,6.97812,6.29509,6.61956,5.45949,6.04687,6.10376,5.45644,6.39138,5.90828,6.29057,6.38819,5.56197,5.8236,6.50411,6.70919,5.74324,6.12754,5.48861,6.44725,238.902,6.21919,51.9167,255.905,0.286019,7.20532,15.997,0.534807,102.08
-440.02,0.993368,0.453951,3,7,0,240.114,247.377,257.969,227.921,229.717,245.602,230.277,248.84,281.511,217.569,255.385,224.466,245.267,268.65,242.06,243.746,227.72,240.062,252.777,244.366,244.874,229.87,227.416,248.441,229.864,256.934,257.159,246.827,220.01,240.172,6.29612,7.00976,6.40193,5.33412,6.52475,6.75892,6.12408,6.18065,7.27857,6.085,7.05616,6.16765,6.25913,6.56736,5.27085,6.03933,5.83048,5.87609,6.53001,5.7694,6.52933,5.85953,5.45883,6.07442,7.10765,6.18275,5.39354,6.21156,5.61158,6.31974,245.702,6.25739,37.8755,184.732,0.222566,6.15431,13.5916,0.471769,108.039
-434.721,0.818072,0.453951,3,7,0,238.953,250.951,249.015,234.414,234.026,255.106,227.477,249.692,283.116,220.828,262.423,226.519,243.385,264.447,242.142,247.933,232.205,239.281,254.965,236.017,249.714,224.964,229.041,244.837,240.814,252.698,252.595,238.897,215.985,242.08,5.7569,7.03605,6.50818,5.07199,6.51464,6.13955,5.94543,6.47438,6.76591,5.53742,6.59999,6.26869,6.18443,6.97567,5.34309,6.15246,6.2353,5.71169,6.3868,6.14814,6.35091,6.11024,6.16814,5.7861,6.67363,6.77822,6.32917,5.9661,5.51414,6.12037,239.514,6.11496,40.6142,230.353,0.388952,6.37293,15.1774,0.62366,104.985
-426.312,0.850459,0.453951,3,7,0,240.237,251.238,253.786,233.941,233.38,248.043,227.173,245.667,282.757,218.457,255.857,225.859,241.208,269.51,245.822,246.863,234.491,241.501,254.907,244.212,243.335,225.644,227.942,248.63,234.03,254.689,257.374,243.631,217.942,244.671,6.02089,6.97633,6.64911,5.81194,6.60113,6.12745,5.8232,6.43256,7.31526,5.68135,6.73621,5.69146,6.05521,6.33758,5.24388,6.0124,6.25782,6.09121,5.97374,6.08925,6.51556,5.84085,5.7622,5.7965,7.0663,6.42443,5.69605,5.85771,5.66784,6.07612,244.779,6.20545,27.315,169.797,0.157774,5.22637,13.0306,0.397208,108.259
-425.991,0.567528,0.453951,3,7,0,236.448,247.163,248.355,234.552,233.526,248.714,227.612,251.439,288.448,215.674,256.745,228.799,243.885,267.815,244.503,246.414,232.613,241.341,254.111,245.172,247.423,228.975,230.149,246.883,234.434,250.95,254.427,245.944,221.754,242.781,6.02582,7.18983,6.34151,5.3999,6.54332,5.89705,6.10069,6.66967,6.91627,5.65372,6.96,5.99247,6.46021,6.46894,5.43477,6.21186,6.34184,5.82921,6.14002,6.37862,6.39245,5.83986,5.76477,5.81304,6.89454,6.36096,5.66431,5.55784,5.59729,5.95153,244.231,6.0455,32.0335,202.501,0.193238,5.65981,14.2303,0.439589,111.23
-429.691,0.489537,0.453951,3,7,0,237.927,250.646,252.314,233.28,233.29,252.813,225.007,245.487,285.414,219.054,257.291,231.759,242.123,265.972,241.186,245.225,232.637,239.404,255.468,241.667,248.527,224.403,227.776,246.676,233.279,252.146,255.923,242.142,218.462,240.664,5.94402,6.96959,6.57974,5.23981,6.7523,5.67694,6.41942,6.69415,7.36027,5.6551,6.14041,6.21911,6.15968,6.84487,5.44305,6.20541,6.28957,5.83773,6.29217,5.91191,6.26376,5.63791,5.38341,5.93198,6.93757,6.40423,5.88257,5.73518,5.81389,5.68749,244.27,6.10897,33.6254,274.758,0.163589,5.79874,16.5758,0.404462,109.872
-436.974,0.669279,0.453951,3,7,0,238.935,244.38,251.924,232.523,229.796,246.164,232.866,251.493,281.761,221.41,259.144,226.16,243.205,270.297,244.357,243.501,230.067,241.259,252.901,240.011,249.173,226.094,229.734,243.242,235.43,255.699,252.794,244.02,218.754,242.94,6.13016,7.14577,6.53558,5.34238,6.48784,6.49406,5.42394,6.02259,6.71378,6.17038,7.58798,5.97066,6.10687,6.52348,5.39807,5.53021,6.19543,5.7781,6.53183,6.15695,6.64132,6.09852,6.12095,5.69692,6.84083,6.8299,5.92532,6.07586,5.40196,6.47184,240.912,6.25785,45.9111,127.596,0.287558,6.77578,11.2958,0.536244,103.239
-440.863,0.858527,0.453951,3,7,0,237.716,244.367,249.749,233.397,229.595,244.891,234.166,250.805,282.38,222.844,260.139,225.629,245.936,269.973,246.506,245.593,231.783,240.931,251.532,239.341,246.543,224.729,230.854,241.902,235.769,253.57,251.855,241.967,218.527,242.322,6.03614,7.28993,6.58443,5.18553,6.6567,6.32035,5.46939,6.04017,6.64892,6.15386,7.40576,5.92063,6.05032,6.7658,5.49826,5.46159,6.25725,5.61893,6.46813,6.17202,6.73913,6.1058,6.09986,5.85967,6.72448,6.88195,5.9358,6.01976,5.34209,6.44107,241.456,6.29457,44.9919,115.4,0.300345,6.7076,10.7424,0.548038,102.975
-441.178,0.851093,0.453951,3,7,0,238.798,247.593,252.549,231.462,233.214,250.664,223.164,245.206,284.851,219.356,256.593,226.884,242.241,269.506,237.106,247.43,235.401,240.826,256.86,248.742,246.504,230.46,226.652,248.124,235.799,253.711,256.752,239.835,218.5,244.821,5.94,7.2311,6.24623,5.3635,6.66294,6.11011,6.17055,6.82854,7.51886,6.02627,6.80109,6.38476,6.34671,7.04444,5.14107,6.18261,6.61748,5.93314,6.09158,5.85118,6.59806,5.58187,5.66304,6.05419,7.27262,6.58011,5.59346,5.32473,5.97808,5.92495,245.902,6.23352,34.5996,321.74,0.450313,5.88214,17.9371,0.671053,108.765
-442.338,0.965422,0.453951,3,7,0,240.649,248.874,249.731,232.624,233.057,251.143,231.614,247.672,280.439,220.558,256.211,225.852,243.115,270.409,245.21,250.309,233.143,236.998,256.373,237.74,249.458,221.375,232.31,240.625,243.368,254.715,254.789,242.241,217.345,244.895,6.00058,7.28859,6.86568,4.97926,6.32384,5.94556,5.95429,6.30271,7.28751,5.44926,7.1894,5.96218,6.25809,6.94975,5.40092,5.45532,5.93728,5.636,6.33431,5.69518,6.35501,5.43262,5.92081,6.23302,7.13868,6.36362,5.66914,5.50139,5.61433,6.319,244.101,6.11405,38.1711,119.328,0.433671,6.17827,10.9237,0.658537,109.592
-439.636,0.95382,0.453951,3,7,0,240.484,249.221,250.824,231.751,229.268,247.242,225.165,252.349,283.706,215.336,252.403,232.608,238.596,264.246,240.887,241.802,235.245,243.919,254.15,241.07,247.428,229.264,224.848,245.703,230.937,248.842,253.357,243.155,219.825,241.386,5.8342,7.03268,6.46473,5.14834,6.85913,6.2457,5.71524,6.27282,7.11166,5.46663,6.85072,6.08786,5.9856,6.73407,5.37305,5.9314,6.39149,6.28639,6.19546,5.88421,6.46977,6.47257,5.70931,6.19244,6.88308,6.68754,5.57892,5.69319,5.53703,5.66075,241.471,6.07737,31.8999,232.044,0.328442,5.648,15.233,0.573099,107.769
-437.723,0.968313,0.453951,3,7,0,240.041,245.829,249.966,229.169,227.716,246.023,227.229,252.186,284.596,215.89,256.053,232.9,240.517,263.628,242.854,240.194,236.497,237.233,252.02,240.106,246.553,226.854,224.383,241.874,232.772,251.497,255.981,241.99,222.244,242.763,5.86442,7.19859,6.53197,5.34127,6.54549,6.16499,5.81583,6.60726,7.18225,5.84367,7.05655,5.81668,6.54646,6.71706,5.1977,5.77482,6.2461,6.03663,6.32472,5.81711,6.2705,6.15602,5.66121,6.41775,7.06015,6.68696,5.64852,5.92368,5.795,5.8952,240.561,6.03792,39.3786,129.985,0.377727,6.27523,11.4011,0.614595,107.727
-435.078,0.997054,0.453951,3,7,0,236.463,249.177,253.675,234.403,231.159,249.12,225.556,247.312,284.271,219.393,260.667,229.341,242.451,264.374,242.533,243.932,238.923,238.003,260.178,238.728,248.904,222.814,227.947,243.951,230.855,254.641,252.978,244.669,214.195,242.125,5.90686,7.44016,6.11753,5.72397,6.63487,5.90655,5.89007,6.69264,7.55871,5.7355,7.07718,5.92989,6.09399,6.8622,5.25557,5.85532,6.49909,6.27673,6.40978,6.32153,6.52536,5.90605,5.55855,6.03475,7.411,6.39627,5.72335,5.96863,5.46897,6.1781,240.039,6.13659,33.0696,216.759,0.360027,5.75061,14.7227,0.600022,105.034
-432.047,0.959342,0.453951,3,7,0,240.037,248.292,252.469,234.191,229.887,249.701,231.73,250.765,283.895,217.436,257.877,228.738,239.664,265.04,240.296,245.071,234.295,239.976,259.344,237.505,249.623,224.112,229.148,245.638,232.018,256.862,255.835,246.516,214.936,240.714,5.86731,7.51934,6.0908,5.82011,6.40187,5.87182,5.98335,6.28127,7.67934,6.04691,7.09524,6.02542,6.24609,6.92524,5.10404,6.09967,6.48156,5.92479,6.2593,6.0729,6.68148,5.79827,5.70194,5.91532,6.98218,6.80273,6.27306,5.80974,5.90829,6.10463,240.923,6.20886,31.0487,203.662,0.274092,5.57213,14.271,0.523538,104.328
-429.542,0.711006,0.453951,3,7,0,240.761,246.21,252.426,232.283,231.46,251.386,229.667,251.42,285.184,216.593,255.81,225.784,237.012,269.928,240.24,240.363,228.243,239.641,257.448,237.308,245.685,225.244,230.428,245.689,236.865,255.855,253.742,242.141,216.304,239.25,5.84731,7.0096,6.35343,5.26114,6.45442,5.99711,6.26296,6.68282,7.50232,5.85115,6.63906,6.07833,6.09619,7.13977,5.18882,5.98053,6.30638,5.6819,6.02384,6.03971,6.49308,5.88261,5.45635,5.97007,6.93721,6.8848,5.86329,5.69187,5.74954,6.00378,238.566,6.25721,34.7844,185.214,0.339609,5.89783,13.6093,0.58276,100.907
-425.568,0.619585,0.453951,3,7,0,239.253,248.813,252.084,232.043,232.26,248.12,227.685,245.368,280.966,222.193,260.285,232.416,247.417,266.227,245.859,247.91,235.481,241.039,250.166,245.129,250.569,225.023,227.03,245.207,232.827,252.13,254.775,243.388,219.828,244.549,6.20712,7.15279,6.76714,5.36692,6.68243,6.26685,5.69641,6.20871,6.72465,5.70319,6.99246,6.13268,5.96164,6.29173,5.52774,5.82795,6.22187,6.01962,6.83288,6.0139,6.38204,5.75683,5.95488,5.8738,6.91751,6.32732,5.87767,5.89447,5.54627,6.22543,245.185,6.13963,32.3777,180.134,0.222633,5.69014,13.4214,0.47184,110.113
-430.755,0.479094,0.453951,3,7,0,238.748,249.641,252.614,230.618,234.707,247.516,227.976,246.809,281.968,220.507,261.655,231.213,246.818,266.557,244.351,248.451,233.278,240.381,250.598,246.446,252.7,225.808,226.97,245.932,231.367,251.404,254.543,244.788,218.712,243.87,6.10301,7.24833,6.65026,5.39939,6.53816,6.21936,5.792,6.24253,6.40542,5.55336,6.85707,6.41606,5.83614,6.16834,5.54162,5.73135,6.26388,5.88947,6.68436,5.85575,6.34042,5.92406,5.93316,5.74937,6.89955,6.30267,5.92281,5.75351,5.70974,6.13117,243.911,6.1876,31.5828,191.954,0.26814,5.61986,13.8547,0.517822,107.783
-430.419,0.952315,0.453951,3,7,0,238.432,248.653,252.749,230.413,233.865,246.921,228.849,247.7,281.883,219.829,262.088,231.153,246.339,267.384,246.402,248.13,231.657,241.597,251.286,246.097,250.972,225.256,227.434,245.726,232.202,251.385,255.202,244.947,217.725,244.779,6.27637,7.26346,6.62969,5.45376,6.59521,6.27211,5.85941,6.0584,6.68619,5.52443,6.88244,6.55553,5.89044,6.10697,5.48346,5.73163,6.24471,5.76639,6.36639,5.931,6.5105,5.77186,5.9003,5.87933,6.87382,6.30952,6.24485,5.74094,5.63065,6.27827,245.076,6.16863,29.048,184.197,0.272164,5.38962,13.5719,0.521694,109.366
-433.714,0.945751,0.453951,3,7,0,242.243,247.728,251.827,235.384,231.173,252.112,228.35,249.197,284.655,217.971,253.716,226.581,238.951,268.927,238.913,244.47,233.808,239.139,256.541,235.978,246.434,223.773,231.717,245.881,237.312,257.108,253.718,241.261,217.843,238.451,5.78491,6.76251,6.36179,5.29935,6.42468,5.94151,6.09926,6.7536,7.37585,6.06051,6.65447,5.58573,6.6222,7.25392,5.38901,6.15762,6.32984,6.06746,6.37385,6.19258,6.28362,5.97985,5.71742,5.99831,6.88193,6.66719,5.54831,5.99471,5.71571,5.97723,241.198,6.14335,40.8554,189.92,0.254808,6.39182,13.7812,0.504785,106.044
-442.634,0.819441,0.453951,3,7,0,238.653,247.964,251.927,232.397,229.214,250.568,225.311,246.782,274.35,220.899,256.218,226.481,236.372,267.542,241.67,246.074,232.509,239.18,253.633,245.121,251.696,228.691,229.517,248.969,232.671,252.691,255.475,245.018,219.984,238.385,6.05176,7.00414,6.05125,5.29309,6.37389,6.41182,5.98276,6.19742,6.7828,5.39235,6.74332,6.45372,5.74455,6.33259,5.38222,5.83897,6.09127,5.7844,6.90334,5.85154,6.4613,5.82792,5.98398,5.78426,6.56387,6.22299,6.39299,5.80733,6.28064,6.12593,239.357,6.20719,35.1158,149.367,0.155977,5.92586,12.2216,0.394939,102.799
-439.963,0.645816,0.453951,3,7,0,239.849,246.337,252.544,228.657,230.157,248.881,223.984,247.056,276.68,219.934,254.785,227.505,235.102,266.484,241.055,245.023,232.46,238.887,253.677,242.84,251.583,228.936,230.754,247.411,232.045,252.385,255.512,244.54,218.951,238.888,6.09634,7.04109,6.21912,5.51349,6.32297,6.1575,6.28837,6.10181,6.71518,5.49287,6.87548,6.41579,5.87389,6.36181,5.42739,5.96763,6.15442,5.95947,6.73747,6.16853,6.50741,5.69665,5.79953,5.49512,6.43447,6.31967,6.35194,5.8405,6.2034,5.83402,240.014,6.19609,38.0159,110.911,0.143764,6.1657,10.5314,0.379163,103.7
-433.602,0.990134,0.453951,3,7,0,239.561,246.98,251.654,227.716,231.041,247.38,230.749,245.039,281.214,219.78,259.299,234.175,240.056,267.232,243.95,242.673,228.469,237.999,250.581,245.536,250.88,228.104,229.613,243.215,235.45,254.642,258.701,249.552,222.878,241.267,5.77503,7.07049,6.05893,5.35721,6.3603,6.33987,5.86608,6.57058,6.81653,5.6686,6.52851,6.31011,6.11685,6.43847,5.43288,5.96268,6.37249,5.95728,6.2622,5.75003,6.08556,5.99678,5.40944,5.9878,6.76976,6.47227,5.67886,5.98673,5.89767,6.04322,244.894,6.06312,36.9234,228.732,0.160285,6.07646,15.1239,0.400356,111.505
-428.746,0.659832,0.453951,3,7,0,237.138,248.542,252.496,234.585,235.799,250.229,230.216,248.427,284.013,220.624,258.985,234.892,242.965,268.897,244.568,246.887,226.138,240.704,251.253,240.682,249.803,226.716,229.439,244.431,230.98,254.559,253.524,245.779,216.977,241.98,6.13227,7.06162,6.42816,5.45351,6.68643,5.99447,6.02633,6.282,6.91438,5.90038,7.11791,6.27283,6.51819,6.69623,5.4972,6.07282,6.19619,5.57284,6.31027,5.8445,6.29033,5.97389,5.62927,5.41537,7.21134,6.5109,5.76177,6.12775,5.49741,5.86253,242.04,6.1383,26.7623,282.227,0.19312,5.17323,16.7996,0.439454,106.998
-428.451,0.717795,0.453951,3,7,0,241.407,246.581,251.266,232.573,232.147,249.015,230.57,248.388,287.04,220.333,258.377,229.977,239.238,270.842,242.989,248.119,227.155,240.486,252.89,241.234,250.698,226.094,230.099,242.32,234.888,250.77,252.819,244.336,215.278,242.779,6.2045,7.70539,6.38414,5.25243,6.60808,5.66812,5.90687,6.36708,7.09968,6.07014,7.25161,6.25908,6.40241,6.80409,5.32462,5.95174,6.45119,5.6171,6.37912,6.25164,6.20383,5.96921,5.68267,5.67235,6.95067,6.32625,5.7474,6.20253,5.56735,6.05651,240.502,6.23,26.9172,219.833,0.194942,5.18818,14.8268,0.441523,103.442
-431.961,0.932509,0.453951,3,7,0,239.168,246.523,253.416,234.343,233.811,249.238,229.078,246.788,284.577,218.884,259.509,231.297,245.653,267.07,243.396,245.663,235.121,244.062,255.337,242.746,251.709,225.811,225.095,236.276,231.937,255.953,254.866,245.585,217.481,240.445,6.29988,7.27939,6.79697,5.16026,6.84641,6.03297,6.19391,6.19606,6.94619,5.9142,6.87785,5.95724,5.95315,6.78722,5.77432,5.69562,6.2826,5.69296,6.71597,5.97494,6.39322,5.66724,5.72341,5.67301,7.08844,6.5372,5.91585,5.43362,5.71336,6.23632,239.762,6.39139,33.6534,200.097,0.487477,5.80116,14.1456,0.698196,99.1511
-429.948,0.869547,0.453951,3,7,0,242.123,246.947,251.393,231.237,228.969,250.553,229.339,249.968,280.236,220.481,256.593,228.417,239.64,266.275,242.969,247.894,227.426,236.123,252.935,242.248,247.846,220.484,230.114,249.231,233.458,252.004,253.561,242.71,216.814,243.035,6.04397,6.97761,6.18434,5.33917,6.79399,6.16171,5.63147,6.68885,7.41871,6.19818,6.87659,6.21965,6.15573,7.10362,5.12194,6.12543,6.46149,5.74967,6.12008,6.09849,6.67432,6.33036,5.84309,6.12258,6.85904,6.67659,6.00208,5.989,5.5109,6.14039,243.737,6.15526,36.6438,190.011,0.211981,6.05341,13.7845,0.460414,108.321
-431.149,0.878631,0.453951,3,7,0,240.581,250.147,253.145,235.201,233.067,247.415,227.908,249.072,283.348,221.315,261.158,227.039,242.012,270.737,239.899,246.726,234.39,243.776,253.885,240.792,244.669,229.898,225.208,242.198,234.14,255.387,254.039,242.889,217.073,242.639,5.90855,7.26729,6.63877,5.27836,6.3246,6.01592,6.15621,6.13254,6.6453,5.60951,6.82541,6.36933,6.66693,6.29661,5.78763,5.86401,6.18905,5.83291,6.22848,6.05017,6.25922,5.33753,5.65959,5.76001,6.79343,6.59294,6.01019,5.83355,5.73456,6.14996,239.849,6.27618,33.1396,184.626,0.355418,5.7567,13.5877,0.596169,101.773
-432.966,1,0.453951,3,7,0,239.094,245.102,252.155,230.026,229.382,252.202,229.275,247.611,283.505,216.847,255.426,228.614,242.958,266.001,244.918,244.064,230.122,237.071,253.706,243.462,252.258,220.381,232.185,248.046,235.465,253.015,254.92,243.231,218.645,239.058,6.26528,7.09639,6.60021,5.32612,6.99647,6.39096,5.85169,6.80372,7.70168,5.9468,6.94479,6.05222,5.79234,7.21947,4.96269,6.00516,6.44724,5.97912,6.72785,6.10893,6.69957,6.3675,5.81417,5.98275,7.29118,6.72957,5.81531,5.84936,5.63778,6.1228,244.918,6.26722,32.427,197.664,0.457111,5.69447,14.0593,0.6761,107.039
-432.497,0.607793,0.453951,3,7,0,240.601,246.995,253.884,227.222,231.758,249.45,230.403,249.864,284.009,219.832,256.527,228.979,240.593,267.636,243.302,242.856,231.24,238.391,253.805,243.78,252.413,221.218,232.939,246.224,235.939,251.155,257.25,242.252,219.78,241.008,6.09018,7.00356,6.82784,5.439,6.97509,6.38498,5.9126,6.88413,7.40822,6.02144,7.01784,6.26471,5.70803,7.07037,4.99267,6.05278,6.45784,5.97836,6.78205,5.93788,6.64672,6.31527,5.76135,5.87026,7.25969,6.80784,5.94789,5.88948,5.60061,6.08311,244.521,6.19488,30.2527,208.209,0.520487,5.50025,14.4294,0.721448,108.234
-432.497,0.607065,0.453951,3,7,0,240.601,246.995,253.884,227.222,231.758,249.45,230.403,249.864,284.009,219.832,256.527,228.979,240.593,267.636,243.302,242.856,231.24,238.391,253.805,243.78,252.413,221.218,232.939,246.224,235.939,251.155,257.25,242.252,219.78,241.008,6.09018,7.00356,6.82784,5.439,6.97509,6.38498,5.9126,6.88413,7.40822,6.02144,7.01784,6.26471,5.70803,7.07037,4.99267,6.05278,6.45784,5.97836,6.78205,5.93788,6.64672,6.31527,5.76135,5.87026,7.25969,6.80784,5.94789,5.88948,5.60061,6.08311,244.521,6.19488,30.2527,208.209,0.520487,5.50025,14.4294,0.721448,108.234
-435.82,0.87735,0.453951,3,7,0,242.74,247.442,254.227,227.251,231.138,249.555,229.281,251.278,286.197,218.364,256.419,229.02,240.908,269.443,241.812,242.319,231.606,240.092,252.879,244.255,252.425,221.998,231.66,247.674,235.687,249.924,257.594,242.139,221.422,241.737,6.26196,6.97996,6.68397,5.24109,6.96887,6.43273,5.89511,6.75609,7.31601,5.87236,7.30344,6.29405,5.84389,7.07275,4.88475,6.15828,6.3433,6.00918,6.71965,5.87774,6.66983,6.354,5.79429,5.81991,7.17478,6.87034,5.89574,5.82306,5.68537,6.01772,245.28,6.30263,31.5194,180.678,0.634405,5.61421,13.4416,0.796495,106.622
-445.119,0.636425,0.453951,3,7,0,243.185,250.769,251.349,226.97,233.362,247.362,229.246,250.276,286.524,219.583,253.623,228.593,241.06,267.056,245.34,244.572,232.578,239.245,251.847,241.678,245.585,221.048,230.571,249.038,236.142,249.074,255.739,245.493,222.823,242.22,6.31753,7.33594,6.45024,5.23064,6.93282,6.70703,5.66511,6.35706,6.91965,6.0355,6.9946,6.01941,6.14321,7.14141,5.45795,5.80217,5.93248,6.1532,6.78032,5.6583,6.17774,6.17416,5.52895,5.70865,6.95723,6.82713,6.27431,5.71393,5.43491,5.8434,242.926,6.43999,32.3195,118.908,0.60729,5.68502,10.9045,0.779288,101.246
-448.003,0.913622,0.453951,3,7,0,236.644,250.884,253.745,239.319,230.557,253.88,226.838,246.119,279.652,219.528,263.443,232.952,243.167,270.139,243.201,242.791,231.267,244.05,255.828,242.682,252.703,225.962,228.101,241.137,234.121,258.659,250.787,243.986,211.483,238.422,6.22842,7.16222,6.15977,5.35571,6.65815,5.923,6.34208,6.58761,7.18082,5.42619,6.71657,6.25596,6.13434,6.50112,5.36374,5.81119,6.80411,5.8218,6.23315,6.26979,6.55152,5.29291,5.70829,6.04731,6.58467,6.2201,5.6322,6.17347,5.90464,6.45645,244.515,6.09899,37.8402,342.237,0.157033,6.15144,18.4996,0.396273,110.337
-434.655,0.994334,0.453951,3,7,0,238.912,244.075,251.502,239.715,230.934,251.047,230.403,249.186,284.547,216.584,257.419,234.916,241.349,270.919,245.553,244.497,231.279,245.868,256.088,243.946,252.135,227.265,225.756,242.712,234.155,258.421,250.395,244.21,215.595,238.663,6.30778,7.10658,6.32022,5.13229,6.53282,5.87918,6.21094,6.21872,7.21479,5.77597,6.84355,6.06043,6.27327,6.92002,5.36786,6.0916,6.29506,5.91929,6.23456,6.2085,6.65729,5.71319,5.61489,5.7296,6.91532,6.43569,5.81384,6.195,5.8059,6.14993,242.249,6.23941,33.7109,368.369,0.16579,5.80611,19.193,0.407174,104.982
-441.493,0.862445,0.453951,3,7,0,235.686,242.492,251.475,233.378,232.171,249.719,226.394,249.041,283.074,217.434,258.674,230.123,240.012,271.015,242.763,245.994,231.266,241.073,260.016,245.608,250.018,227.963,223.619,248.886,238.902,256.526,255.03,238.791,214.661,240.485,6.22482,7.46339,6.08313,5.01865,6.76855,6.02378,5.71967,6.0403,7.33116,5.59695,6.54839,5.73945,6.5766,6.13017,5.54237,5.80432,6.23346,5.56917,6.5365,5.86118,6.52521,6.16606,5.84584,5.83006,6.81068,6.91273,6.01833,6.00864,5.57841,6.24717,241.023,6.09048,37.8267,178.109,0.413778,6.15034,13.3457,0.643256,107.032
-448.725,0.670499,0.453951,3,7,0,244.407,250.264,255.589,232.327,232.815,249.87,229.045,247.89,282.225,224.24,255.715,229.226,248.52,265.458,245.733,244.151,233.047,239.626,247.071,236.428,246.626,222.892,228.896,244.365,229.302,250.379,254.321,248.026,219.305,241.821,5.98464,6.40106,6.59564,5.83423,6.12644,6.33995,6.22012,6.69946,6.64653,6.00223,6.73762,6.33968,5.96042,7.15205,5.53788,6.03189,6.1859,6.26364,6.17282,6.24137,6.14617,5.33715,5.79798,5.90532,6.89708,6.20722,5.77059,5.62658,6.11013,6.05236,246.663,6.16095,37.3884,262.427,0.215558,6.11461,16.1996,0.464282,111.122
-457.582,0.856759,0.453951,3,7,0,232.858,246.932,251.756,228.599,229.946,245.926,227.4,251.091,281.948,217.989,259.845,224.886,235.186,268.804,240.449,249.189,227.971,242.697,259.212,242.072,249.593,226.196,233.385,243.093,242.545,256.236,251.892,244.055,211.224,241.164,5.96279,7.52309,6.38944,5.20396,6.8544,6.09335,5.68924,6.2031,7.02479,5.81569,6.54665,6.17141,6.78423,6.25069,5.85816,5.87977,6.67011,5.23394,6.86629,6.30789,6.95669,6.2338,5.77906,6.32325,7.24618,6.66939,5.9259,6.00644,5.44914,6.02713,241.102,6.27733,46.611,170.444,0.24503,6.82723,13.0554,0.495005,103
-441.587,1,0.453951,3,7,0,238.142,242.435,255.125,233.306,231.504,250.786,231.808,243.7,283.829,217.002,256.16,231.575,244.857,265.766,242.938,244.064,230.088,236.618,251.79,239.506,247.661,223.943,226.618,250.84,239.947,255.314,253.728,242.651,219.786,241.194,6.15432,7.09272,6.17291,5.83505,6.53052,6.41433,5.91819,6.29092,6.30952,6.29771,6.77555,5.79608,6.18124,6.40383,5.49247,6.20975,5.90608,6.01801,6.63073,6.41397,6.18694,5.64646,5.83894,5.90113,6.3716,6.86991,5.84642,6.07704,5.66926,6.35518,237.056,6.19685,43.7278,279.334,0.191432,6.6127,16.7133,0.43753,100.726
-441.841,0.864726,0.453951,3,7,0,241.87,251.174,249.439,234.928,226.969,249.085,224.414,249.222,281.561,221.125,258.454,227.831,239.652,272.112,243.87,249.462,234.535,241.948,256.887,244.419,249.392,225.59,230.162,238.41,236.852,253.77,248.363,241.33,218.306,238.662,6.11372,6.57853,6.62784,5.15285,6.25038,5.6717,6.19685,6.55122,7.47535,5.72974,6.30237,6.34102,6.3183,6.53378,5.79299,5.85531,6.48562,6.07487,6.55838,5.91684,6.5007,6.25111,6.05062,5.8526,6.72909,6.21804,6.27782,6.0377,5.94605,5.9743,245.39,6.18519,43.6614,159.375,0.150864,6.60768,12.6244,0.388413,109.316
