# stan_version_major = 2
# stan_version_minor = 5
# stan_version_patch = 0
# model = rats_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 3
# data
#   file = rats_3.data.R
# init = 2 (Default)
# random
#   seed = 1160071740
# output
#   file = rats_samples_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,n_divergent__,alpha.1,alpha.2,alpha.3,alpha.4,alpha.5,alpha.6,alpha.7,alpha.8,alpha.9,alpha.10,alpha.11,alpha.12,alpha.13,alpha.14,alpha.15,alpha.16,alpha.17,alpha.18,alpha.19,alpha.20,alpha.21,alpha.22,alpha.23,alpha.24,alpha.25,alpha.26,alpha.27,alpha.28,alpha.29,alpha.30,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,beta.22,beta.23,beta.24,beta.25,beta.26,beta.27,beta.28,beta.29,beta.30,mu_alpha,mu_beta,sigmasq_y,sigmasq_alpha,sigmasq_beta,sigma_y,sigma_alpha,sigma_beta,alpha0
-432.444,0.962649,0.415723,3,7,0,238.311,253.854,256.294,233.849,230.068,254.432,226.735,250.557,277.865,217.237,256.703,228.757,240.345,269.745,238.255,243.447,232.417,238.036,256.233,242.468,247.186,224.093,231.126,246.402,232.521,252.718,251.626,244.44,214.917,242.812,5.56462,7.07912,6.49728,5.29024,6.62785,5.8868,5.97905,6.70989,7.254,5.40456,6.57654,5.9768,6.05935,6.80289,5.58661,5.91429,6.14348,5.83024,6.55717,6.0618,6.66845,5.85048,5.62486,5.93383,6.96754,6.30639,5.89051,5.7963,5.34297,5.58606,244.124,6.20122,32.1479,192.903,0.262066,5.66991,13.889,0.511923,107.697
-426.537,0.978638,0.415723,3,7,0,241.962,246.581,251.274,232.238,232.208,248.788,225.894,251.017,284.006,214.748,254.729,228.915,243.654,265.657,245.124,243.87,234.51,242.154,253.452,238.968,247.829,225.176,225.98,246.469,237.423,251.178,258.273,244.314,219.417,241.784,6.19404,7.20785,6.73997,5.45208,6.37746,5.93211,5.87703,6.47098,6.82343,5.98572,7.12119,6.45135,6.15817,6.48498,5.32223,5.80001,6.35522,5.77051,6.27317,5.94963,6.58344,5.66083,5.64865,5.26573,6.96373,6.71424,5.74074,5.76484,5.4597,6.23016,241.477,5.98813,29.8208,157.572,0.323221,5.46085,12.5528,0.568525,109.738
-430.819,0.699383,0.415723,3,7,0,240.149,247.5,255.565,232.152,226.835,247.36,227.231,247.39,280.468,222.941,258.751,228.066,239.156,266.834,246.244,244.728,234.458,238.659,258.164,241.792,247.584,223.482,221.447,243.996,235.315,252.321,254.749,241.379,216.298,240.289,5.9576,6.67551,6.77679,5.27737,6.82115,6.46735,5.77494,6.4575,7.41862,5.95119,6.81316,6.22994,6.05835,6.82192,5.21063,6.16998,6.016,6.23464,6.3192,5.96584,6.62558,5.66069,5.99955,5.99013,6.58545,6.29576,5.93999,5.7051,5.90193,6.07484,243.356,6.24419,36.6195,171.208,0.21129,6.05141,13.0846,0.459663,105.984
-433.05,0.907522,0.415723,3,7,0,240.791,248.766,248.001,228.589,232.003,251.28,229.228,248.211,283.604,221.002,259.525,229.845,246.026,270.508,243.924,247.581,227.169,238.927,255.964,241.666,246.621,221.786,229.792,251.693,230.474,254.172,249.094,243.098,218.223,238.584,6.16194,6.92583,6.58784,5.1098,6.2176,6.43184,5.98025,6.35393,6.98765,6.14169,6.92383,6.35381,6.4106,6.88419,5.58439,6.05004,6.13932,5.77702,6.39147,6.33043,6.12241,5.53839,5.36397,6.01974,6.83068,6.44797,5.8755,6.06686,5.75642,5.94063,236.926,6.19098,33.689,258.288,0.237,5.80422,16.0713,0.486826,100.724
-432.983,0.987596,0.415723,3,7,0,239.008,246.953,256.513,236.365,231.101,248.306,227.836,248.887,283.724,217.969,256.686,226.971,238.91,266.511,241.849,243.335,237.235,241.913,251.37,241.067,251.033,228.606,227.175,238.737,236.413,253.451,259.46,243.638,217.236,244.025,5.96693,7.17591,6.42793,5.64861,6.88427,5.93484,5.98002,6.48147,7.0692,5.55762,6.63101,5.8944,5.88346,6.46696,5.2861,5.80293,6.43185,5.89493,6.37493,5.76603,6.65555,6.10988,6.14759,5.68525,6.922,6.60049,5.91288,5.60661,5.6249,6.29425,247.231,6.15072,31.0998,148.482,0.343435,5.57672,12.1853,0.586034,111.915
-428.935,0.750202,0.415723,3,7,0,239.574,244.275,255.023,236.162,231.426,250.299,228.736,249.941,282.278,219.618,257.441,228.147,239.006,267.055,243.85,245.125,238.085,242.025,251.134,239.48,250.203,229.426,228.888,238.607,236.684,254.32,257.528,244.665,217.025,243.744,5.92347,7.06818,6.353,5.72911,6.6197,6.04139,5.89741,6.22566,7.1479,5.78902,6.68912,6.28548,5.92536,6.5738,5.25026,5.74761,6.48968,5.89037,6.33407,5.71339,6.71552,5.9575,6.06322,5.6904,6.92452,6.55267,5.87191,5.62065,5.61887,6.34635,245.297,6.19538,30.5078,165.578,0.33169,5.52339,12.8677,0.575925,108.999
-431.136,0.89047,0.415723,3,7,0,243.755,249.171,253.1,232.195,229.592,248.084,227.083,246.232,289.413,219.805,254.255,226.794,239.67,269.077,240.755,248.472,230.168,243.704,250.813,242.099,250.221,224.697,225.776,245.918,235.666,251.995,255.799,245.023,216.477,238.933,5.92395,7.27504,6.2788,4.95455,6.40096,6.21413,5.73739,6.20096,7.47962,5.56125,6.82389,6.47963,6.41709,6.51422,5.47375,5.78654,6.15392,5.82562,6.32444,6.06456,6.28141,5.93633,5.81494,5.26971,7.09328,6.69873,5.70594,5.75611,5.64876,6.11562,238.583,6.16547,28.7124,167.487,0.223866,5.3584,12.9417,0.473145,102.943
-429.22,0.889443,0.415723,3,7,0,241.358,249.312,248.881,229.822,234.316,251.517,229.239,251.632,287.34,221.061,261.525,227.267,241.994,269.932,243.168,242.429,232.521,242.724,253.904,243.161,249.048,230.904,231.352,244.124,234.495,252.471,254.995,240.237,217.599,239.165,6.07215,7.16284,6.89863,5.29341,6.74197,5.69628,6.15379,6.52826,7.13493,5.96826,6.78169,5.96725,6.10705,6.59506,5.00124,5.65484,6.22663,5.43181,6.5998,5.94225,6.56083,5.56931,5.55869,5.95356,6.71175,6.65411,6.10927,5.45533,5.50495,6.18529,245.065,6.10752,32.8593,185.393,0.474252,5.7323,13.6159,0.688659,110.7
-441.265,0.797946,0.415723,3,7,0,243.087,253.645,249.347,231.467,233.931,249.915,226.338,250.836,287.447,221.28,256.589,229.947,241.025,265.433,241.279,241.717,228.803,236.652,258.641,244.362,244.538,231.812,227.274,245.192,234.865,251.415,256.613,240.39,217.855,240.724,5.9758,6.54286,6.77169,5.19775,6.63794,5.99097,5.93419,6.56567,7.30317,5.73981,6.88556,5.79918,6.27107,6.9272,5.1386,6.02966,6.31531,5.39691,6.60812,5.99673,6.51262,5.61873,5.97775,5.73899,7.13677,6.62547,5.7231,5.46242,5.46641,6.60526,246.109,6.13204,40.2359,159.274,0.229744,6.34318,12.6204,0.479316,111.204
-440.065,0.780434,0.415723,3,7,0,239.094,239.815,253.558,234.976,230.866,251.715,229.272,248.947,279.168,220.839,262.215,227.951,245.422,271.857,246.057,246.839,235.296,242.506,250.202,241.355,254.696,223.152,232.544,243.275,234.909,260.271,254.388,245.913,214.022,243.377,6.05912,7.45942,6.22485,5.52324,6.51577,6.17252,5.97869,6.08553,6.88572,5.91379,6.67947,6.64159,6.17446,6.42121,5.50351,6.00967,6.16201,6.04302,6.09762,6.30831,6.29895,6.3153,5.537,6.07788,6.5501,6.64895,6.06183,5.68867,5.76385,6.1024,241.72,6.2648,41.3816,259.323,0.211937,6.43286,16.1035,0.460366,103.894
-439.831,0.905073,0.415723,3,7,0,241.888,252.61,250.772,229.468,230.506,247.981,231.018,247.532,287.619,215.268,258.713,226.748,238.353,263.058,239.232,244.192,227.796,238.072,252.586,245.471,247.257,227.673,227.858,245.058,231.872,251.012,255.388,238.419,222.635,241.053,5.92378,6.82081,6.74006,5.10501,6.56147,6.08845,5.84874,6.45363,7.12457,5.85664,7.03903,5.73821,6.24155,6.69583,5.27943,5.9979,6.19721,6.07242,6.88024,5.78141,6.62202,5.27772,5.92456,5.77254,7.26288,6.48093,5.60342,6.3993,5.65803,6.08023,245.405,6.14272,37.3961,199.59,0.318562,6.11524,14.1276,0.564413,110.265
-439.844,0.990439,0.415723,3,7,0,239.405,250.303,255.613,230.199,224.051,249.988,228.506,250.765,284.812,219.403,256.768,227.08,243.349,265.622,243.376,248.916,230.321,234.723,249.345,245.206,245.703,224.049,228.854,251.192,236.528,250.557,251.487,244.395,223.484,242.56,5.98054,6.78653,6.34612,5.27445,6.62215,5.59205,6.07519,6.45947,6.81818,5.74678,6.76047,6.20947,6.79722,6.96361,5.36966,5.80084,6.47469,6.0247,6.29053,5.99236,6.44462,5.9566,5.61674,6.08944,7.33445,6.478,5.93161,6.1103,5.73593,6.35153,242.765,6.11491,34.7195,193.023,0.232415,5.89232,13.8933,0.482095,108.237
-436.608,0.916739,0.415723,3,7,0,241.925,245.636,252.807,235.737,230.769,245.125,232.276,247.04,282.921,222.035,250.795,225.94,239.542,269.76,242.138,244.368,231.114,238.059,253.9,237.009,250.645,224.197,225.097,252.628,237.37,255.868,255.66,244.56,216.387,240.395,5.84947,7.39359,6.65997,4.92623,6.74228,6.00975,6.1489,6.35726,7.3018,5.68044,6.84009,5.96909,6.3393,6.6654,5.42785,5.94517,6.12424,5.95505,6.10941,5.86279,6.19021,6.2229,5.52787,5.77916,6.76625,6.57211,5.94691,5.64841,5.26407,5.97866,243.532,6.26347,42.1355,216.14,0.325828,6.49119,14.7017,0.570813,105.736
-444.086,0.866559,0.415723,3,7,0,237.972,251.623,251.908,231.16,234.531,251.667,224.929,248.332,282.872,216.192,256.808,227.211,242.903,268.285,241.589,244.317,228.902,240.31,252.316,240.44,244.203,222.842,230.314,242.622,233.013,248.56,248.6,242.462,219.138,234.63,6.25218,6.52532,6.28273,5.72108,6.70333,6.4218,5.81515,6.84562,6.81112,5.78519,6.96019,5.97513,6.59219,7.04114,5.31712,6.25758,5.65914,6.06521,6.67521,6.34613,6.34565,5.61076,5.73435,6.13548,7.14148,6.36096,5.84874,6.02345,5.67962,6.03035,236.932,6.06222,35.726,289.285,0.248066,5.97713,17.0084,0.498062,103.563
-450.108,0.820374,0.415723,3,7,0,241.349,243.423,253.925,231.569,231.357,249.652,231.78,246.139,285.158,219.804,256.363,225.282,241.223,267.587,243.148,248.403,236.233,242.288,252.329,245.287,252.151,226.237,225.908,246.296,237.824,255.986,257.258,243.614,221.492,247.343,5.96646,7.81677,6.51705,4.9382,6.485,6.21614,5.95501,6.2463,7.47387,6.12046,6.68337,6.46794,5.82407,6.77351,5.45555,5.46985,7.05957,5.51124,6.55873,5.61783,6.36977,6.09405,5.65341,5.30344,7.05176,7.02606,6.1266,5.57076,5.8048,6.1241,245.932,6.47674,44.3213,142.697,0.416548,6.65743,11.9456,0.645405,103.443
-455.143,0.924507,0.415723,3,7,0,235.747,248.48,247.718,229.673,232.74,253.493,226.83,247.177,282.148,219.188,255.616,230.641,240.251,266.048,245.256,242.189,230.578,240.877,254.904,240.352,248.378,228.226,229.078,247.062,239.662,249.341,261.923,247.191,223.516,247.201,5.93979,7.40363,6.51704,5.19861,6.84936,5.8647,5.82782,6.00779,7.35628,6.50471,6.94186,6.2814,5.7043,6.904,5.15237,5.63772,6.72432,5.87231,6.40682,5.72963,6.27362,6.13724,5.32913,5.39196,6.8065,7.34226,5.64724,5.74195,6.00558,6.59982,243.916,6.30683,39.5942,180.654,0.452014,6.29239,13.4408,0.67232,105.165
-456.986,0.963313,0.415723,3,7,0,239.977,247.864,251.695,230.855,230.056,252.377,226.37,249.153,280.481,219.703,261.845,231.826,240.233,269.15,243.131,247.431,228.818,246.952,255.373,238.379,251.554,227.353,231.14,251.081,240.58,248.719,258.971,245.413,219.812,246.188,6.11739,7.38396,6.21329,5.2966,6.94892,6.25218,5.84036,6.1975,7.70526,5.97977,6.59478,6.53937,6.23556,6.89724,5.72028,5.52033,6.42457,5.80469,6.29421,5.81356,6.35345,6.42035,5.83395,5.95179,6.96827,7.25669,5.85166,5.42814,6.3546,6.73159,241.935,6.09769,49.2708,134.294,0.333429,7.01932,11.5885,0.577433,107.786
-465.563,0.831524,0.415723,3,7,0,240.274,248.742,250.244,229.941,228.908,254.653,224.62,249.362,279.724,220.208,263.274,232.151,236.935,269.397,242.787,246.753,228.525,248.085,254.993,238.35,252.117,228.388,231.388,250.871,239.511,246.586,260.675,246.227,218.824,244.332,6.01693,7.32157,6.1225,5.40615,7.00178,6.3013,5.93953,6.08106,7.63211,6.04028,6.46651,6.51875,6.25035,6.77357,5.93587,5.54758,6.37743,5.66534,6.27331,5.72695,6.45798,6.25323,5.74664,6.07172,6.6578,7.3183,5.87194,5.37983,6.36987,6.59709,240.593,6.17229,49.64,139.852,0.404932,7.04556,11.8259,0.636343,104.802
-450.999,1,0.415723,3,7,0,242.375,251.968,250.503,231.822,224.324,246.705,225.641,251.114,282.719,214.934,261.378,224.471,245.365,268.94,244.383,241.788,230.691,241.383,255.52,242.159,249.77,221.565,230.02,250.577,238.294,251.754,256.726,245.353,214.528,236.867,5.96157,7.22876,6.61646,5.2278,6.36707,6.7255,6.51866,6.98397,7.21601,5.81058,6.46066,5.99817,6.67269,6.9851,5.33702,6.476,6.48198,5.83218,6.9658,6.16504,6.85586,5.8053,5.7801,5.79813,7.17074,6.38975,6.12605,6.09686,5.7653,6.55837,243.824,6.38925,44.1374,307.661,0.194845,6.6436,17.5403,0.441413,103.261
-442.864,1,0.415723,3,7,0,238.002,243.896,254.462,232.043,237.697,252.509,231.223,245.949,284.886,222.5,255.635,231.117,239.88,267.179,241.173,248.371,233.331,239.501,252.664,241.155,247.988,228.297,226.73,239.585,230.819,256.226,253.004,240.541,220.736,245.309,6.1554,7.06724,6.4933,5.30059,6.86431,5.57687,5.40908,6.00852,7.05339,5.7199,7.28139,6.18409,5.7006,6.5516,5.33128,5.34227,6.2154,5.64244,5.94301,5.94333,6.05803,5.84624,5.62703,5.84812,6.86394,6.7999,5.62376,5.57059,5.47559,5.75961,242.939,6.05499,34.3269,146.156,0.330665,5.85892,12.0895,0.575035,109.729
-441.464,0.919076,0.415723,3,7,0,245.197,247.144,252.166,228.414,227.19,250.608,232.084,248.534,281.885,215.681,257.58,229.43,245.44,271.803,239.345,245.562,230.845,241.623,254.896,234.135,252.733,226.732,233.319,246.251,234.41,252.384,254.071,242.679,213.715,244.574,6.05862,7.5344,6.37931,5.35619,6.24841,6.06821,6.08274,6.53454,6.71652,5.96111,6.83785,6.28831,6.08514,7.03682,5.16793,5.67912,5.86362,5.50429,7.04428,5.63955,6.38351,5.54583,5.60762,5.95971,6.72297,6.41371,6.14885,5.60295,5.51022,6.00969,242.766,6.1931,38.6452,189.372,0.313306,6.21652,13.7613,0.559738,106.518
-444.766,0.906189,0.415723,3,7,0,240.012,248.941,251.665,226.926,232.25,251.566,231.321,254.05,280.281,217.744,260.855,225.941,242.607,264.994,240.535,243.985,227.558,240.956,253.718,238.863,249.46,225.909,230.486,246.595,237.219,253.057,253.546,243.79,216.577,241.75,6.50896,7.28751,6.39778,5.46914,6.31848,6.34809,6.03581,6.72007,7.23649,5.54692,6.78088,6.67517,6.50284,6.73914,5.494,5.82734,5.95284,5.25254,6.62638,6.18825,6.03808,5.51831,6.04308,5.7206,6.19522,6.46768,5.79309,5.70393,5.7968,6.10929,242.511,6.05401,43.2941,109.518,0.183856,6.57983,10.4651,0.428785,109.322
-451.078,0.898446,0.415723,3,7,0,238.571,249.551,254.2,227.561,232.53,252.298,231.86,253.101,281.589,219,259.75,225.626,240.872,263.501,241.529,244.141,227.835,242.815,254.698,238.704,248.303,225.993,231.555,247.885,238.029,253.001,253.324,243.257,217.039,244.079,6.46302,7.25643,6.44801,5.33684,6.23907,6.44106,5.92883,7.06975,7.18331,5.61001,6.83548,6.74576,6.57463,6.68244,5.49238,5.93246,5.97975,5.1728,6.70724,6.17216,6.15329,5.57736,6.0531,5.61859,6.39802,6.55416,5.76968,5.72982,5.78306,6.05467,241.972,5.9769,45.7097,116.733,0.185633,6.7609,10.8043,0.430851,110.48
-442.219,1,0.415723,3,7,0,237.521,248.212,250.423,233.547,229.002,251.764,233.233,248.39,281.538,215.911,257.631,230.709,237.14,271.475,239.655,249.066,230.269,237.417,251.512,239.909,253.157,227.274,224.722,246.059,234.297,258.02,252.677,238.751,217.891,239.115,6.25382,7.49594,6.18991,5.45873,6.82321,6.05032,6.25947,6.5279,7.30944,5.94287,6.73366,5.84186,5.93369,6.66412,5.45584,5.90164,5.79726,6.1885,6.82042,5.97915,6.47128,5.92741,5.31494,5.63525,7.06001,6.26036,5.61871,5.80071,5.36786,6.4169,243.817,6.33653,31.5868,291.976,0.557986,5.62021,17.0873,0.746985,104.414
-436.62,0.943158,0.415723,3,7,0,240.833,251.797,250.012,234.267,231.939,251.789,228.056,251.302,287.495,220.339,260.923,224.482,241.023,270.807,245.365,247.473,232.059,242.847,254.481,245.095,252.769,223.337,233.382,247.259,233.4,252.783,252.126,241.649,219.043,238.077,5.86603,6.97328,6.03063,4.93821,7.08383,5.9967,5.8485,6.70095,6.66921,6.13799,6.7591,6.16643,5.95555,6.66207,4.87526,6.05305,6.4924,5.949,6.12444,6.12916,6.5361,5.67857,5.4787,5.70892,7.18359,6.33905,5.89648,5.71419,5.25142,5.99112,242.4,6.17198,30.4672,247.057,0.373879,5.51971,15.7181,0.611456,106.617
-440.371,0.887721,0.415723,3,7,0,240.509,248.578,258.689,230.427,230.355,246.6,230.994,246.793,280.682,223.194,259.461,229.55,241.502,266.559,243.461,243.055,231.804,238.169,254.242,241.867,249.187,223.615,223.067,241.217,235.434,256.183,250.888,242.959,216.325,240.733,6.23569,7.08721,6.72903,5.46456,6.62176,6.7233,5.93938,6.58418,7.5372,5.53472,6.88843,6.43528,6.0895,7.00715,5.22761,5.40547,6.43278,6.34992,6.57132,5.88236,6.25205,5.49594,5.57379,5.97803,6.99345,7.00287,5.39813,5.66328,5.47128,6.39117,243.255,6.04092,30.7422,270.631,0.497453,5.54456,16.4509,0.705303,110.355
-436.081,0.974769,0.415723,3,7,0,238.536,249.453,256.395,230.306,233.537,246.654,227.548,247.598,279.03,221.711,262.43,221.735,242.272,268.666,244.461,245.602,231.055,238.973,254.786,236.326,247.76,225.83,226.401,246.406,237.906,256.732,254.926,241.346,216.343,241.013,6.12937,6.73236,6.34832,5.50189,6.56635,6.68541,5.81034,6.74711,7.12616,5.66137,7.31481,6.09227,5.91983,6.78019,5.38536,6.17566,6.49622,5.69729,6.6264,6.01607,6.30353,5.60601,5.33785,5.44435,6.60581,6.68722,6.07677,5.71092,5.30812,5.95483,243.05,6.11983,35.3262,208.16,0.410213,5.94359,14.4277,0.640479,108.414
-432.891,0.997209,0.415723,3,7,0,239.145,245.001,254.322,237.241,234.304,251.107,231.254,245.759,285.379,215.663,257.366,228.117,241.905,268.109,240.091,241.654,229.153,237.82,256.673,246.67,251.013,221.918,231.442,245.053,235.422,253.732,256.822,244.299,215.083,241.251,6.21506,7.12817,6.34171,5.8274,6.78665,5.94449,5.48225,6.4285,7.30146,5.60602,7.01956,6.05673,5.92176,6.74177,5.01766,5.76522,6.15031,5.54177,6.1818,5.94711,6.32099,5.84487,5.82666,5.9857,7.01227,6.24101,6.00756,5.87634,5.56749,6.24657,248.008,6.11324,34.1682,295.297,0.248929,5.84536,17.1842,0.498928,113.517
-444.109,0.539491,0.415723,3,7,0,238.743,247.287,251.257,233.898,238.567,248.316,230.749,244.778,287.912,218.661,258.597,228.079,241.045,268.559,243.087,239.921,227.849,240.235,252.944,246.294,253.34,219.379,231.963,246.948,234.384,253.352,254.807,244.487,219.323,240.105,5.9891,6.97444,6.63595,5.11005,6.59223,5.96878,5.70472,6.14273,7.43984,5.26036,6.64353,6.16253,6.20776,6.78913,5.15392,5.94372,6.42909,5.52194,6.31897,6.12143,6.0315,5.8568,5.86195,6.18151,7.03657,6.53024,6.06258,6.03527,5.58238,6.465,249.911,6.03095,44.657,285.329,0.186787,6.68259,16.8917,0.432188,117.23
-442.997,0.993735,0.415723,3,7,0,244.301,243.969,250.834,231.929,235.458,250.128,229.456,245.167,284.057,219.106,257.598,228.443,241.696,270.487,245.278,238.094,230.895,243.505,252.066,246.284,251.387,223.638,224.857,249.92,237.047,251.363,255.437,246.505,221.21,239.935,5.99463,6.70068,6.13796,6.11294,6.31634,6.2941,5.71732,6.26707,7.1425,5.50394,6.70737,6.43716,6.6107,6.63601,5.19166,6.0541,6.49892,6.12582,6.48675,6.09889,6.17761,6.17179,5.59503,6.15437,7.31148,6.49904,5.86007,5.90572,6.07401,5.95666,245.574,6.21846,43.0674,190.531,0.246194,6.56258,13.8033,0.49618,108.768
-445.088,0.907859,0.415723,3,7,0,234.122,252.333,254.797,232.619,228.454,253.888,231.67,251.045,280.522,215.853,255.589,226.844,244.181,269.437,244.143,247.402,232.623,241.49,257.135,238.27,247.369,222.605,229.982,243.79,233.394,251.944,253.029,244.658,214.823,246.639,6.22124,7.10507,6.90839,4.77002,6.56035,6.40774,6.37758,6.68066,6.96847,6.19983,6.89081,5.93211,6.03686,6.69644,5.81614,5.92388,6.11023,6.04649,6.19254,5.92753,7.11414,5.53301,5.7668,5.31209,6.39931,6.33163,6.02182,5.6843,5.53784,6.26454,241.078,6.23218,41.1605,279.456,0.327109,6.41564,16.7169,0.571934,103.97
-452.072,0.847957,0.415723,3,7,0,240.308,251.024,254.011,237.141,229.873,255.989,230.163,248.184,285.538,224.594,253.856,230.284,235.112,272.004,246.948,246.377,232.694,241.404,253.676,241.275,253.367,225.611,229.864,241.042,235.169,253.02,251.34,240.536,213.741,243.735,6.25052,6.86075,6.56368,4.90612,6.19612,6.93319,5.9227,6.65041,6.94967,5.98012,6.52933,5.86975,5.80627,6.64631,5.54822,5.38861,5.96225,5.97524,6.72521,5.87164,6.97864,5.58539,5.62897,5.7586,6.7692,6.44196,5.89917,5.95581,6.06707,6.05907,240.232,6.33399,36.5156,277.065,0.259175,6.04281,16.6453,0.509093,100.884
-442.813,0.98976,0.415723,3,7,0,241.423,249.386,254.8,223.957,226.2,245.538,228.75,246.224,283.135,219.917,261.837,229.307,243.187,262.436,244.738,245.543,232.854,242.082,254.636,244.623,248.013,222.96,228.809,246.856,234.886,255.275,252.325,245.353,213.191,241.344,6.11226,7.17893,6.51676,5.20931,6.78896,6.24418,5.69239,6.68506,8.13871,6.12689,6.71305,6.40267,6.28344,7.08051,5.32841,6.01339,6.01905,5.81175,6.49627,6.23869,6.46716,5.69429,5.73056,5.57959,7.00873,6.31408,5.90484,5.63807,5.51523,5.83338,242.05,6.03886,36.194,290.794,0.414078,6.01614,17.0527,0.643489,109.195
-437.017,0.969695,0.415723,3,7,0,238.308,248.585,250.095,240.007,236.035,251.797,227.06,250.001,284.538,217.246,255.701,230.375,242.09,275.105,239.448,244.493,232.068,241.139,255.278,239.786,251.854,227.436,228.142,241.893,234.351,252.488,255.788,241.217,220.366,239.604,6.09284,6.91533,6.44769,5.56444,6.40779,6.19468,6.27007,6.05923,6.1877,5.5418,6.83653,5.73493,6.02661,6.41079,5.52218,5.88496,6.44089,5.88746,6.21745,5.96804,6.32474,6.10524,5.77481,6.0016,6.74071,6.663,5.93876,6.213,5.8905,6.45819,244.387,6.28972,37.3775,192.077,0.152104,6.11371,13.8592,0.390005,106.014
-438.795,0.837099,0.415723,3,7,0,236.533,249.576,249.368,236.898,235.862,251.212,232.59,252.226,284.221,217.074,258.449,228.987,244.275,270.356,235.899,246.813,232.82,240.304,257.167,238.331,248.531,229.69,229.647,242.14,234.534,252.525,257.264,241.862,219.419,237.091,5.98469,6.86894,6.70427,5.45163,6.39545,5.99789,6.43996,6.24478,6.62107,5.70759,6.87079,5.71334,6.28225,6.75756,5.10891,5.95324,6.4222,5.94024,6.31493,6.0694,6.02384,5.98169,6.13763,5.84669,6.89294,6.74145,5.88348,6.09083,5.81608,6.3612,241.839,6.22134,41.9993,272.89,0.106119,6.48068,16.5194,0.325759,104.97
-436.459,0.716393,0.415723,3,7,0,241.742,247.86,248.599,236.423,235.14,248.782,230.322,250.046,283.256,219.704,259.199,230.077,245.212,268.502,238.829,244.197,232.971,238.869,256.792,238.997,250.211,223.893,231.247,239.897,235.475,253.776,257.538,244.191,220.418,242.155,5.91506,6.79806,6.71046,5.29078,6.51174,5.74903,6.11311,6.21402,6.62762,5.79462,6.83232,5.97856,6.50639,6.94737,5.75156,6.27342,6.38534,5.74879,6.04692,6.25526,5.96721,6.23863,5.68766,6.02739,7.06142,6.49755,6.0119,6.13062,5.65775,6.18001,241.018,6.23506,37.0332,390.771,0.110308,6.08549,19.7679,0.332126,103.846
-429.607,1,0.415723,3,7,0,240.34,247.426,253.259,235.926,234.358,252.619,229.945,249.676,280.564,217.492,258.903,230.156,242.902,266.442,241.808,245.07,228.984,239.726,253.806,243.84,249.218,221.971,230.436,245.844,236.463,251.956,255.751,241.835,219.354,241.223,6.05229,6.81362,6.96749,5.6353,6.5614,5.8409,5.92794,6.23775,7.01191,5.83257,6.62773,6.31625,6.36004,6.67396,5.74468,6.12276,6.49361,5.64302,6.1346,6.00796,6.11373,5.89814,5.92635,6.17272,6.55573,6.51044,6.13677,5.7674,5.90406,6.46031,238.7,6.13939,33.3383,426.528,0.205685,5.77393,20.6526,0.453525,103.634
-437.041,0.760521,0.415723,3,7,0,245.089,246.477,252.365,229.738,237.61,250.481,226.617,252.664,282.396,222.619,262.988,230.529,244.126,268.416,242.792,245.643,233.632,241.577,255.062,242.738,244.485,223.594,226.951,248.278,237.066,253.421,254.292,243.086,218.343,234.782,6.16628,7.01013,6.4549,5.44606,6.68683,6.22378,6.07707,6.40342,6.85388,5.58127,6.88772,5.60681,6.3355,6.44625,5.63898,6.09455,6.45419,5.78873,6.49015,5.41722,6.19672,5.69508,5.86323,5.89711,7.10757,6.22533,5.80439,5.39413,5.78799,6.16941,239.61,6.04208,41.4714,181.846,0.216029,6.43983,13.485,0.464789,106.684
-428.145,0.99072,0.415723,3,7,0,243.961,250.344,254.796,228.541,233.97,252.096,228.905,250.444,283.178,218.831,260.485,230.868,241.882,266.612,242.481,244.439,234,239.236,256.079,240.779,248.094,228.741,231.387,244.591,236.393,253.199,252.29,241.932,220.81,235.222,5.95167,6.96416,6.46575,5.24059,6.66806,6.27939,5.98513,6.29669,6.71893,5.69067,6.47268,5.64002,6.24698,6.3899,5.62448,5.75806,6.16143,5.85642,5.9963,5.99682,6.56843,5.72842,5.70914,5.89806,7.128,6.56855,5.79784,5.56233,5.38503,6.1161,243.544,6.11599,33.9641,185.895,0.342284,5.82787,13.6343,0.585051,108.993
